Zotu1	GB_GCA_965283875.1	88.264	1423	0.0	1687	100
Zotu1	GB_GCA_010672925.1	86.517	1424	0.0	1539	100
Zotu1	GB_GCA_032251295.1	86.236	1424	0.0	1519	100
Zotu1	RS_GCF_030409055.1	85.854	1428	0.0	1496	100
Zotu1	RS_GCF_023333585.1	85.374	1429	0.0	1452	100
Zotu1	RS_GCF_000332095.2	85.304	1429	0.0	1450	100
Zotu1	GB_GCA_963836895.1	86.209	1356	0.0	1447	95
Zotu1	GB_GCA_051439605.1	85.273	1426	0.0	1445	100
Zotu1	GB_GCA_963799555.1	85.214	1427	0.0	1443	100
Zotu1	RS_GCF_050565595.1	85.276	1433	0.0	1441	100
Zotu1	GB_GCA_045159875.1	85.214	1427	0.0	1439	100
Zotu1	GB_GCA_963799265.1	85.144	1427	0.0	1437	100
Zotu1	GB_GCA_012031565.1	85.193	1425	0.0	1437	100
Zotu1	GB_GCA_003242035.1	85.175	1430	0.0	1437	100
Zotu1	RS_GCF_003003845.1	85.164	1429	0.0	1435	100
Zotu1	GB_GCA_963793495.1	85.154	1428	0.0	1435	100
Zotu1	RS_GCF_016403105.1	85.112	1424	0.0	1434	100
Zotu1	GB_GCA_012033015.1	86.125	1355	0.0	1430	95
Zotu1	RS_GCF_016888135.1	85.063	1426	0.0	1430	100
Zotu1	RS_GCF_003864295.1	85.035	1430	0.0	1426	100
Zotu1	GB_GCA_965246715.1	85.024	1429	0.0	1424	100
Zotu1	GB_GCA_963803535.1	85.024	1429	0.0	1424	100
Zotu1	GB_GCA_036703605.1	84.993	1426	0.0	1424	100
Zotu1	RS_GCF_014695775.1	84.972	1424	0.0	1424	100
Zotu1	RS_GCF_014697375.1	84.993	1426	0.0	1423	100
Zotu1	RS_GCF_000317495.1	84.986	1432	0.0	1421	100
Zotu1	RS_GCF_018739885.1	84.933	1427	0.0	1419	100
Zotu1	GB_GCA_965222765.1	84.997	1433	0.0	1419	100
Zotu1	GB_GCA_963833005.1	84.955	1429	0.0	1419	100
Zotu1	RS_GCF_000309385.1	84.902	1424	0.0	1417	100
Zotu1	RS_GCF_001693255.1	84.874	1428	0.0	1413	100
Zotu1	GB_GCA_022826535.1	84.891	1423	0.0	1413	100
Zotu1	RS_GCF_000829235.1	84.842	1425	0.0	1411	100
Zotu1	GB_GCA_018970085.1	84.761	1424	0.0	1410	100
Zotu1	GB_GCA_965263355.1	84.842	1425	0.0	1410	100
Zotu1	GB_GCA_041879365.1	84.761	1424	0.0	1410	100
Zotu1	RS_GCF_015207105.1	84.868	1434	0.0	1410	100
Zotu1	RS_GCF_014696135.1	84.761	1424	0.0	1408	100
Zotu1	GB_GCA_963702855.1	84.804	1428	0.0	1408	100
Zotu1	RS_GCF_029109325.2	84.783	1426	0.0	1408	100
Zotu1	RS_GCF_039962255.1	84.761	1424	0.0	1408	100
Zotu1	GB_GCA_022826155.1	84.810	1422	0.0	1408	100
Zotu1	RS_GCF_002286735.1	84.793	1427	0.0	1406	100
Zotu1	RS_GCF_015207065.1	84.804	1428	0.0	1406	100
Zotu1	GB_GCA_963789215.1	84.836	1431	0.0	1406	100
Zotu1	RS_GCF_041928655.1	84.777	1432	0.0	1404	100
Zotu1	RS_GCF_023558375.1	84.777	1432	0.0	1402	100
Zotu1	GB_GCA_963793445.1	84.745	1429	0.0	1402	100
Zotu1	RS_GCF_000332055.1	85.546	1356	0.0	1402	95
Zotu1	RS_GCF_014695395.1	84.702	1425	0.0	1402	100
Zotu1	RS_GCF_003574135.1	84.712	1426	0.0	1400	100
Zotu1	RS_GCF_050563455.1	84.745	1429	0.0	1399	100
Zotu1	RS_GCF_015207265.1	84.642	1426	0.0	1397	100
Zotu1	RS_GCF_015207605.1	84.642	1426	0.0	1397	100
Zotu1	GB_GCA_963740915.1	84.664	1428	0.0	1397	100
Zotu1	RS_GCF_014696675.1	84.621	1424	0.0	1397	100
Zotu1	GB_GCA_963772185.1	84.717	1433	0.0	1397	100
Zotu1	RS_GCF_018739865.1	84.642	1426	0.0	1395	100
Zotu1	RS_GCF_000763385.1	84.610	1423	0.0	1395	100
Zotu1	RS_GCF_006968745.1	84.637	1432	0.0	1393	100
Zotu1	RS_GCF_032813545.1	84.594	1428	0.0	1393	100
Zotu1	GB_GCA_003279945.1	84.599	1422	0.0	1393	100
Zotu1	RS_GCF_000586015.1	84.599	1422	0.0	1391	100
Zotu1	RS_GCF_002939305.1	84.583	1427	0.0	1391	100
Zotu1	RS_GCF_000317045.1	84.540	1423	0.0	1391	100
Zotu1	GB_GCA_003281485.1	84.540	1423	0.0	1387	100
Zotu1	RS_GCF_050753385.1	84.535	1429	0.0	1387	100
Zotu1	GB_GCA_003241845.1	84.469	1423	0.0	1387	100
Zotu1	GB_GCA_003281405.1	84.540	1423	0.0	1387	100
Zotu1	RS_GCF_041929275.1	85.398	1356	0.0	1386	95
Zotu1	RS_GCF_000025125.1	84.556	1431	0.0	1386	100
Zotu1	RS_GCF_011009555.1	84.513	1427	0.0	1386	100
Zotu1	RS_GCF_015207365.1	84.556	1431	0.0	1386	100
Zotu1	GB_GCA_963793425.1	84.545	1430	0.0	1386	100
Zotu1	RS_GCF_030068475.1	84.535	1429	0.0	1384	100
Zotu1	RS_GCF_001548395.1	84.556	1431	0.0	1384	100
Zotu1	RS_GCF_030381805.1	84.957	1396	0.0	1384	98
Zotu1	GB_GCA_003283415.1	84.480	1424	0.0	1382	100
Zotu1	GB_GCA_003214055.1	84.469	1423	0.0	1382	100
Zotu1	GB_GCA_041937175.2	84.524	1428	0.0	1382	100
Zotu1	RS_GCF_047302745.1	84.480	1424	0.0	1382	100
Zotu1	GB_GCA_003213355.1	84.491	1425	0.0	1382	100
Zotu1	GB_GCA_963838725.1	84.508	1433	0.0	1382	100
Zotu1	GB_GCA_003211135.1	84.480	1424	0.0	1382	100
Zotu1	GB_GCA_902534685.1	84.469	1423	0.0	1382	100
Zotu1	GB_GCA_000316115.1	84.432	1426	0.0	1380	100
Zotu1	RS_GCF_025370845.1	85.266	1371	0.0	1380	96
Zotu1	RS_GCF_003013815.1	84.486	1431	0.0	1378	100
Zotu1	RS_GCF_013177315.1	84.508	1433	0.0	1378	100
